txn_id,source_system,amount,currency,txn_date,settlement_delay,reference_similarity,match_probability,anomaly_score,sla_remaining,final_decision,override_flag,decision_cost
TXN_103457,SOURCE_B,955.78,USD,2026-01-29 12:27:56,0,0.67,0.67,0.03,252,OPS_REVIEW,0,0
TXN_103458,SOURCE_B,765.07,USD,2026-01-30 12:53:51,2,0.91,0.91,0.12,352,AUTO_RECONCILED,0,0
TXN_103459,SOURCE_A,1449.15,USD,2026-01-16 00:27:40,1,0.53,0.53,0.27,280,OPS_REVIEW,0,0
TXN_103460,SOURCE_C,569.67,USD,2026-01-27 08:15:14,2,0.82,0.82,0.41,259,OPS_REVIEW,0,0
TXN_103461,SOURCE_A,14839.34,USD,2026-01-20 18:01:02,1,0.57,0.57,0.94,218,EXCEPTION,0,2000
TXN_103462,SOURCE_A,5190.93,USD,2026-01-12 23:01:42,1,0.94,0.94,0.14,399,AUTO_RECONCILED,0,0
TXN_103463,SOURCE_A,5422.38,USD,2026-01-23 09:34:58,2,0.94,0.94,0.99,245,EXCEPTION,0,2000
TXN_103464,SOURCE_C,2801.77,USD,2026-01-25 20:23:30,3,0.6,0.6,0.57,199,OPS_REVIEW,1,500
TXN_103465,SOURCE_C,1633.82,USD,2026-01-22 16:12:35,0,0.82,0.82,0.87,423,EXCEPTION,0,2000
TXN_103466,SOURCE_A,1131.97,USD,2026-01-01 06:40:08,2,0.8,0.8,0.57,426,OPS_REVIEW,0,0
TXN_103467,SOURCE_A,932.88,USD,2026-01-23 22:48:18,3,0.88,0.88,0.91,322,EXCEPTION,0,2000
TXN_103468,SOURCE_A,6837.68,USD,2026-01-20 15:39:50,0,0.85,0.85,0.56,293,OPS_REVIEW,0,0
TXN_103469,SOURCE_C,1495.1,USD,2026-01-01 11:37:04,1,0.93,0.93,0.03,266,AUTO_RECONCILED,0,0
TXN_103470,SOURCE_C,432.48,USD,2026-01-25 19:01:20,2,0.85,0.85,0.02,417,OPS_REVIEW,0,0
TXN_103471,SOURCE_B,2576.37,USD,2026-01-13 18:22:06,0,0.93,0.93,0.81,350,EXCEPTION,0,2000
TXN_103472,SOURCE_C,629.94,USD,2026-01-13 12:16:47,3,0.76,0.76,0.51,337,OPS_REVIEW,0,0
TXN_103473,SOURCE_B,475.54,USD,2026-01-28 17:56:45,1,0.93,0.93,0.23,29,AUTO_RECONCILED,0,0
TXN_103474,SOURCE_B,408.09,USD,2026-01-15 17:21:43,2,0.45,0.45,0.88,238,EXCEPTION,0,2000
TXN_103475,SOURCE_A,1375.98,USD,2026-01-23 11:16:36,1,0.54,0.54,0.24,260,OPS_REVIEW,1,500
TXN_103476,SOURCE_C,11095.73,USD,2026-01-10 20:01:56,2,0.91,0.91,0.14,267,AUTO_RECONCILED,1,500
TXN_103477,SOURCE_A,992.42,USD,2026-01-30 20:33:52,2,0.85,0.85,0.97,247,EXCEPTION,0,2000
TXN_103478,SOURCE_A,2561.44,USD,2026-01-20 15:52:52,3,0.88,0.88,0.74,118,EXCEPTION,0,2000
TXN_103479,SOURCE_B,1148.21,USD,2026-01-15 11:11:11,0,0.34,0.34,0.47,47,EXCEPTION,0,2000
TXN_103480,SOURCE_C,839.04,USD,2026-01-19 05:14:35,0,0.78,0.78,0.26,263,OPS_REVIEW,0,0
TXN_103481,SOURCE_C,497.19,USD,2026-01-21 18:25:01,1,0.66,0.66,0.96,420,EXCEPTION,0,2000
TXN_103482,SOURCE_B,10757.7,USD,2026-01-16 18:43:08,3,0.49,0.49,0.05,28,EXCEPTION,0,2000
TXN_103483,SOURCE_A,679.79,USD,2026-01-26 04:58:25,0,0.57,0.57,0.46,28,EXCEPTION,0,2000
TXN_103484,SOURCE_B,734.28,USD,2026-01-29 11:24:41,3,0.83,0.83,0.01,362,OPS_REVIEW,0,0
TXN_103485,SOURCE_C,2167.91,USD,2026-01-31 02:01:47,0,0.8,0.8,0.53,234,OPS_REVIEW,0,0
TXN_103486,SOURCE_C,1245.77,USD,2026-01-18 08:17:48,0,0.86,0.86,0.39,40,EXCEPTION,0,2000
TXN_103487,SOURCE_C,1642.77,USD,2026-01-09 01:32:06,0,0.42,0.42,0.6,351,OPS_REVIEW,0,0
TXN_103488,SOURCE_C,1121.11,USD,2026-01-08 05:49:34,1,0.95,0.95,0.09,319,AUTO_RECONCILED,0,0
TXN_103489,SOURCE_A,1187.36,USD,2026-01-09 15:01:59,0,0.51,0.51,0.72,429,EXCEPTION,0,2000
TXN_103490,SOURCE_A,14915.2,USD,2026-01-21 21:14:48,0,0.93,0.93,0.63,52,EXCEPTION,0,2000
TXN_103491,SOURCE_C,3277.96,USD,2026-01-10 00:01:19,0,0.68,0.68,0.35,434,OPS_REVIEW,0,0
TXN_103492,SOURCE_A,646.28,USD,2026-01-29 21:13:21,1,0.82,0.82,0.29,335,OPS_REVIEW,0,0
TXN_103493,SOURCE_B,530.39,USD,2026-01-05 14:38:52,3,0.83,0.83,0.87,433,EXCEPTION,0,2000
TXN_103494,SOURCE_A,1243.78,USD,2026-01-22 22:21:45,1,0.57,0.57,0.46,58,EXCEPTION,0,2000
TXN_103495,SOURCE_B,134.66,USD,2026-01-21 16:48:47,1,0.8,0.8,0.34,112,OPS_REVIEW,0,0
TXN_103496,SOURCE_A,255.05,USD,2026-01-26 17:34:42,0,0.81,0.81,0.68,14,EXCEPTION,0,2000
TXN_103497,SOURCE_A,1927.39,USD,2026-01-19 07:30:29,1,0.78,0.78,0.38,231,OPS_REVIEW,0,0
TXN_103498,SOURCE_B,1047.62,USD,2026-01-31 03:31:12,1,0.67,0.67,0.48,177,OPS_REVIEW,0,0
TXN_103499,SOURCE_B,372.18,USD,2026-01-01 18:16:28,2,0.51,0.51,0.75,194,EXCEPTION,0,2000
TXN_103500,SOURCE_B,1097.12,USD,2026-01-22 03:40:48,0,0.75,0.75,1.0,293,EXCEPTION,0,2000
TXN_103501,SOURCE_A,1155.89,USD,2026-01-19 02:49:13,2,0.56,0.56,0.26,350,OPS_REVIEW,0,0
TXN_103502,SOURCE_B,1356.17,USD,2026-01-21 22:19:23,0,0.64,0.64,0.87,66,EXCEPTION,0,2000
TXN_103503,SOURCE_A,953.16,USD,2026-01-24 19:47:01,2,0.69,0.69,0.27,430,OPS_REVIEW,0,0
TXN_103504,SOURCE_A,1852.75,USD,2026-01-13 07:32:43,0,0.63,0.63,0.42,236,OPS_REVIEW,0,0
TXN_103505,SOURCE_A,429.11,USD,2026-01-23 00:19:15,0,0.39,0.39,0.32,458,OPS_REVIEW,0,0
TXN_103506,SOURCE_B,474.68,USD,2026-01-16 00:41:43,0,0.69,0.69,0.27,475,OPS_REVIEW,0,0
TXN_103507,SOURCE_A,1088.67,USD,2026-01-16 07:02:49,0,0.57,0.57,0.58,275,OPS_REVIEW,0,0
TXN_103508,SOURCE_B,631.34,USD,2026-01-15 02:23:33,1,0.67,0.67,0.67,291,OPS_REVIEW,0,0
TXN_103509,SOURCE_B,1935.66,USD,2026-01-06 00:13:51,0,0.9,0.9,0.37,11,EXCEPTION,0,2000
TXN_103510,SOURCE_B,2014.28,USD,2026-01-29 13:46:36,0,0.58,0.58,0.71,467,EXCEPTION,0,2000
TXN_103511,SOURCE_B,228.86,USD,2026-01-02 10:15:23,0,0.89,0.89,0.4,46,EXCEPTION,0,2000
TXN_103512,SOURCE_A,3171.96,USD,2026-01-20 12:36:22,2,0.59,0.59,0.99,16,EXCEPTION,0,2000
TXN_103513,SOURCE_A,3862.12,USD,2026-01-25 10:36:45,0,0.64,0.64,0.17,32,EXCEPTION,0,2000
TXN_103514,SOURCE_A,1967.43,USD,2026-01-29 05:06:52,1,0.45,0.45,0.43,143,OPS_REVIEW,0,0
TXN_103515,SOURCE_B,1536.81,USD,2026-01-01 11:00:37,2,0.66,0.66,0.79,293,EXCEPTION,0,2000
TXN_103516,SOURCE_A,366.29,USD,2026-01-19 12:48:01,3,0.92,0.92,0.56,333,OPS_REVIEW,0,0
TXN_103517,SOURCE_C,307.56,USD,2026-01-02 18:24:16,0,0.77,0.77,0.86,342,EXCEPTION,0,2000
TXN_103518,SOURCE_B,11371.73,USD,2026-01-17 13:22:16,1,0.91,0.91,0.04,81,AUTO_RECONCILED,0,0
TXN_103519,SOURCE_B,3341.73,USD,2026-01-04 16:52:58,0,0.9,0.9,0.47,133,OPS_REVIEW,0,0
TXN_103520,SOURCE_C,1555.53,USD,2026-01-09 17:17:30,2,0.86,0.86,0.36,153,OPS_REVIEW,0,0
TXN_103521,SOURCE_A,1036.19,USD,2026-01-21 15:42:06,0,0.75,0.75,0.23,341,OPS_REVIEW,0,0
TXN_103522,SOURCE_C,231.2,USD,2026-01-09 02:28:13,3,0.82,0.82,0.48,440,OPS_REVIEW,0,0
TXN_103523,SOURCE_B,525.18,USD,2026-01-10 04:22:06,0,0.74,0.74,0.12,196,OPS_REVIEW,0,0
TXN_103524,SOURCE_A,283.39,USD,2026-01-31 16:00:12,1,0.77,0.77,0.27,272,OPS_REVIEW,0,0
TXN_103525,SOURCE_B,2693.13,USD,2026-01-12 12:28:00,1,0.57,0.57,0.84,217,EXCEPTION,0,2000
TXN_103526,SOURCE_A,4839.87,USD,2026-01-28 23:55:33,2,0.63,0.63,0.83,194,EXCEPTION,0,2000
TXN_103527,SOURCE_A,1616.74,USD,2026-01-30 02:37:26,3,0.44,0.44,0.38,310,OPS_REVIEW,0,0
TXN_103528,SOURCE_A,265.42,USD,2026-01-03 18:45:11,2,0.98,0.98,0.3,29,EXCEPTION,0,2000
TXN_103529,SOURCE_C,3001.01,USD,2026-01-20 01:45:31,3,0.68,0.68,0.93,345,EXCEPTION,0,2000
TXN_103530,SOURCE_C,3732.37,USD,2026-01-10 17:46:32,0,0.59,0.59,0.04,92,OPS_REVIEW,0,0
TXN_103531,SOURCE_B,797.34,USD,2026-01-25 13:39:16,1,0.97,0.97,0.78,407,EXCEPTION,0,2000
TXN_103532,SOURCE_B,923.33,USD,2026-01-06 04:46:26,1,0.71,0.71,0.6,363,OPS_REVIEW,0,0
TXN_103533,SOURCE_B,1475.2,USD,2026-01-27 14:17:59,0,0.56,0.56,0.98,120,EXCEPTION,0,2000
TXN_103534,SOURCE_B,38393.07,USD,2026-01-03 18:41:45,0,0.58,0.58,0.68,164,OPS_REVIEW,0,0
TXN_103535,SOURCE_B,235.18,USD,2026-01-21 11:31:04,2,0.77,0.77,0.83,56,EXCEPTION,0,2000
TXN_103536,SOURCE_A,534.91,USD,2026-01-23 11:14:24,0,0.87,0.87,0.81,220,EXCEPTION,0,2000
TXN_103537,SOURCE_C,7029.71,USD,2026-01-05 20:04:02,3,0.64,0.64,0.17,214,OPS_REVIEW,0,0
TXN_103538,SOURCE_B,228.14,USD,2026-01-24 03:58:27,0,0.99,0.99,1.0,419,EXCEPTION,0,2000
TXN_103539,SOURCE_A,1037.77,USD,2026-01-16 08:06:52,2,0.47,0.47,0.24,123,OPS_REVIEW,0,0
TXN_103540,SOURCE_C,327.91,USD,2026-01-09 01:08:14,2,0.73,0.73,0.88,401,EXCEPTION,0,2000
TXN_103541,SOURCE_C,1332.62,USD,2026-01-21 02:48:51,1,0.92,0.92,0.24,432,AUTO_RECONCILED,0,0
TXN_103542,SOURCE_B,360.56,USD,2026-01-15 10:52:58,1,0.66,0.66,0.5,238,OPS_REVIEW,0,0
TXN_103543,SOURCE_C,1810.47,USD,2026-01-31 05:48:30,0,0.68,0.68,0.54,377,OPS_REVIEW,0,0
TXN_103544,SOURCE_C,535.82,USD,2026-01-28 20:24:56,0,0.98,0.98,0.74,190,EXCEPTION,0,2000
TXN_103545,SOURCE_B,5832.31,USD,2026-01-27 05:26:12,3,0.82,0.82,0.12,287,OPS_REVIEW,0,0
TXN_103546,SOURCE_A,5610.82,USD,2026-01-11 11:48:42,0,0.77,0.77,0.6,288,OPS_REVIEW,0,0
TXN_103547,SOURCE_C,4455.77,USD,2026-01-01 19:23:08,1,0.91,0.91,0.92,460,EXCEPTION,0,2000
TXN_103548,SOURCE_A,5022.96,USD,2026-01-01 04:02:40,3,0.4,0.4,0.59,139,OPS_REVIEW,0,0
TXN_103549,SOURCE_B,1068.66,USD,2026-01-04 06:26:28,2,0.57,0.57,0.14,98,OPS_REVIEW,0,0
TXN_103550,SOURCE_B,892.79,USD,2026-01-16 00:11:18,0,0.83,0.83,0.2,203,OPS_REVIEW,1,500
TXN_103551,SOURCE_B,814.35,USD,2026-01-05 17:50:59,2,0.83,0.83,0.92,18,EXCEPTION,0,2000
TXN_103552,SOURCE_A,2299.99,USD,2026-01-04 20:46:48,0,0.69,0.69,0.71,267,EXCEPTION,0,2000
TXN_103553,SOURCE_C,3193.04,USD,2026-01-20 09:29:45,3,0.37,0.37,0.52,313,OPS_REVIEW,0,0
TXN_103554,SOURCE_A,1768.83,USD,2026-01-19 14:24:13,2,0.43,0.43,0.29,323,OPS_REVIEW,0,0
TXN_103555,SOURCE_C,746.43,USD,2026-01-25 11:23:34,0,0.73,0.73,0.39,297,OPS_REVIEW,0,0
TXN_103556,SOURCE_B,327.81,USD,2026-01-01 23:38:39,3,0.79,0.79,0.04,73,OPS_REVIEW,0,0
TXN_103557,SOURCE_C,23737.95,USD,2026-01-25 05:23:40,1,0.75,0.75,0.49,224,OPS_REVIEW,0,0
TXN_103558,SOURCE_B,725.35,USD,2026-01-03 20:44:22,3,0.79,0.79,0.96,458,EXCEPTION,0,2000
TXN_103559,SOURCE_A,8129.8,USD,2026-01-26 00:24:30,2,0.75,0.75,0.96,125,EXCEPTION,0,2000
TXN_103560,SOURCE_C,18694.24,USD,2026-01-24 02:23:06,0,0.6,0.6,0.02,124,OPS_REVIEW,0,0
TXN_103561,SOURCE_B,598.05,USD,2026-01-03 13:37:10,1,0.71,0.71,0.85,292,EXCEPTION,0,2000
TXN_103562,SOURCE_B,831.5,USD,2026-01-06 10:06:34,0,0.75,0.75,0.08,347,OPS_REVIEW,0,0
TXN_103563,SOURCE_A,1256.36,USD,2026-01-09 22:49:46,2,0.71,0.71,0.6,386,OPS_REVIEW,0,0
TXN_103564,SOURCE_B,608.38,USD,2026-01-03 05:23:16,1,0.3,0.3,0.45,291,OPS_REVIEW,1,500
TXN_103565,SOURCE_B,10000.57,USD,2026-01-22 05:15:19,2,0.88,0.88,0.75,397,EXCEPTION,0,2000
TXN_103566,SOURCE_B,9551.81,USD,2026-01-24 09:22:02,1,0.7,0.7,0.73,395,EXCEPTION,0,2000
TXN_103567,SOURCE_B,1765.88,USD,2026-01-24 05:17:15,2,0.74,0.74,0.53,264,OPS_REVIEW,0,0
TXN_103568,SOURCE_C,1175.86,USD,2026-01-15 06:40:06,0,0.71,0.71,0.49,210,OPS_REVIEW,0,0
TXN_103569,SOURCE_C,645.13,USD,2026-01-11 06:05:04,3,0.5,0.5,0.05,460,OPS_REVIEW,0,0
TXN_103570,SOURCE_A,349.66,USD,2026-01-01 04:04:42,1,0.61,0.61,0.66,187,OPS_REVIEW,0,0
TXN_103571,SOURCE_C,5001.17,USD,2026-01-11 06:42:55,0,0.4,0.4,0.54,300,OPS_REVIEW,0,0
TXN_103572,SOURCE_B,772.24,USD,2026-01-18 01:00:06,0,0.9,0.9,0.9,447,EXCEPTION,0,2000
TXN_103573,SOURCE_B,187.95,USD,2026-01-16 12:12:58,1,0.29,0.29,0.71,115,EXCEPTION,0,2000
TXN_103574,SOURCE_C,2232.82,USD,2026-01-28 01:37:02,2,0.77,0.77,0.44,475,OPS_REVIEW,1,500
TXN_103575,SOURCE_C,1130.77,USD,2026-01-22 19:02:55,2,0.87,0.87,0.05,304,OPS_REVIEW,0,0
TXN_103576,SOURCE_B,1368.52,USD,2026-01-01 01:22:13,0,0.61,0.61,0.4,31,EXCEPTION,0,2000
TXN_103577,SOURCE_A,8814.43,USD,2026-01-12 16:05:33,1,0.88,0.88,0.85,108,EXCEPTION,0,2000
TXN_103578,SOURCE_B,4138.4,USD,2026-01-28 12:44:20,2,0.28,0.28,0.52,174,OPS_REVIEW,0,0
TXN_103579,SOURCE_C,160.66,USD,2026-01-12 03:16:50,0,0.66,0.66,0.84,266,EXCEPTION,0,2000
TXN_103580,SOURCE_B,2965.59,USD,2026-01-23 21:38:21,0,0.93,0.93,0.26,19,AUTO_RECONCILED,0,0
TXN_103581,SOURCE_A,106.98,USD,2026-01-07 02:06:17,2,0.96,0.96,0.54,304,OPS_REVIEW,0,0
TXN_103582,SOURCE_B,1046.06,USD,2026-01-24 08:08:56,2,0.86,0.86,0.73,55,EXCEPTION,0,2000
TXN_103583,SOURCE_C,24267.95,USD,2026-01-09 19:50:27,3,0.83,0.83,0.77,13,EXCEPTION,0,2000
TXN_103584,SOURCE_B,1290.96,USD,2026-01-08 13:01:29,0,0.81,0.81,0.12,302,OPS_REVIEW,0,0
TXN_103585,SOURCE_A,352.97,USD,2026-01-24 19:53:57,0,0.87,0.87,0.94,10,EXCEPTION,0,2000
TXN_103586,SOURCE_A,8496.63,USD,2026-01-08 23:17:35,1,0.6,0.6,0.16,471,OPS_REVIEW,0,0
TXN_103587,SOURCE_C,1233.25,USD,2026-01-07 22:17:27,0,0.91,0.91,0.95,215,EXCEPTION,0,2000
TXN_103588,SOURCE_A,1731.59,USD,2026-01-05 03:24:32,1,0.64,0.64,0.28,384,OPS_REVIEW,0,0
TXN_103589,SOURCE_C,360.0,USD,2026-01-11 02:43:10,0,0.82,0.82,0.05,388,OPS_REVIEW,0,0
TXN_103590,SOURCE_B,1078.1,USD,2026-01-12 17:00:57,3,0.63,0.63,0.36,21,EXCEPTION,1,2500
TXN_103591,SOURCE_B,1408.92,USD,2026-01-04 12:58:35,1,0.62,0.62,0.85,148,EXCEPTION,0,2000
TXN_103592,SOURCE_C,13708.51,USD,2026-01-08 16:52:03,0,0.79,0.79,0.09,79,OPS_REVIEW,0,0
TXN_103593,SOURCE_A,712.94,USD,2026-01-23 23:49:14,3,0.92,0.92,0.74,273,EXCEPTION,0,2000
TXN_103594,SOURCE_B,1772.26,USD,2026-01-12 08:23:28,3,0.87,0.87,0.46,85,OPS_REVIEW,0,0
TXN_103595,SOURCE_B,2476.62,USD,2026-01-27 18:57:43,3,0.76,0.76,0.58,271,OPS_REVIEW,0,0
TXN_103596,SOURCE_A,1623.39,USD,2026-01-13 13:02:42,2,0.71,0.71,0.28,304,OPS_REVIEW,0,0
TXN_103597,SOURCE_C,432.96,USD,2026-01-10 04:46:52,1,0.89,0.89,0.69,462,OPS_REVIEW,0,0
TXN_103598,SOURCE_A,522.11,USD,2026-01-07 09:14:09,0,0.79,0.79,0.35,231,OPS_REVIEW,0,0
TXN_103599,SOURCE_A,3182.04,USD,2026-01-05 00:50:41,3,0.83,0.83,0.49,363,OPS_REVIEW,0,0
TXN_103600,SOURCE_A,1611.32,USD,2026-01-08 02:21:40,3,0.8,0.8,0.17,406,OPS_REVIEW,0,0
TXN_103601,SOURCE_C,506.77,USD,2026-01-11 16:49:50,0,0.75,0.75,0.12,245,OPS_REVIEW,0,0
TXN_103602,SOURCE_A,6659.7,USD,2026-01-04 09:35:04,2,0.5,0.5,0.66,465,OPS_REVIEW,0,0
TXN_103603,SOURCE_B,1717.83,USD,2026-01-12 12:58:26,1,0.54,0.54,0.39,212,OPS_REVIEW,1,500
TXN_103604,SOURCE_A,324.2,USD,2026-01-15 14:59:44,1,0.92,0.92,0.61,97,OPS_REVIEW,0,0
TXN_103605,SOURCE_C,3880.17,USD,2026-01-02 17:59:37,3,0.79,0.79,0.85,111,EXCEPTION,0,2000
TXN_103606,SOURCE_C,323.75,USD,2026-01-04 12:20:21,2,0.67,0.67,0.82,394,EXCEPTION,0,2000
TXN_103607,SOURCE_B,582.21,USD,2026-01-27 23:12:11,2,0.83,0.83,0.78,303,EXCEPTION,0,2000
TXN_103608,SOURCE_C,476.97,USD,2026-01-31 23:21:10,0,0.65,0.65,0.73,378,EXCEPTION,0,2000
TXN_103609,SOURCE_C,1184.32,USD,2026-01-20 18:59:00,2,0.78,0.78,0.19,338,OPS_REVIEW,0,0
TXN_103610,SOURCE_B,305.7,USD,2026-01-26 20:49:01,0,0.75,0.75,0.9,269,EXCEPTION,0,2000
TXN_103611,SOURCE_B,4656.96,USD,2026-01-19 11:06:00,1,0.9,0.9,0.63,369,OPS_REVIEW,0,0
TXN_103612,SOURCE_B,3269.16,USD,2026-01-26 07:37:24,3,0.94,0.94,0.42,420,OPS_REVIEW,0,0
TXN_103613,SOURCE_A,664.91,USD,2026-01-08 09:55:07,1,0.77,0.77,0.27,355,OPS_REVIEW,0,0
TXN_103614,SOURCE_B,417.57,USD,2026-01-10 21:13:25,0,0.75,0.75,0.79,289,EXCEPTION,0,2000
TXN_103615,SOURCE_B,833.28,USD,2026-01-29 21:49:04,0,0.69,0.69,0.82,327,EXCEPTION,0,2000
TXN_103616,SOURCE_C,727.19,USD,2026-01-30 18:14:12,2,0.63,0.63,0.74,309,EXCEPTION,1,2500
TXN_103617,SOURCE_A,849.6,USD,2026-01-25 12:24:19,1,0.78,0.78,0.41,239,OPS_REVIEW,1,500
TXN_103618,SOURCE_A,266.27,USD,2026-01-22 08:54:31,2,0.61,0.61,0.26,321,OPS_REVIEW,0,0
TXN_103619,SOURCE_A,8143.33,USD,2026-01-02 05:02:11,0,0.95,0.95,0.65,204,OPS_REVIEW,0,0
TXN_103620,SOURCE_C,496.37,USD,2026-01-06 07:17:07,1,0.8,0.8,0.02,164,OPS_REVIEW,0,0
TXN_103621,SOURCE_A,330.74,USD,2026-01-05 12:53:57,0,0.96,0.96,0.78,330,EXCEPTION,0,2000
TXN_103622,SOURCE_A,2447.36,USD,2026-01-15 08:49:30,2,0.89,0.89,0.24,206,OPS_REVIEW,0,0
TXN_103623,SOURCE_A,2746.27,USD,2026-01-28 04:59:27,0,0.8,0.8,0.46,18,EXCEPTION,0,2000
TXN_103624,SOURCE_A,240.26,USD,2026-01-11 12:51:07,2,0.86,0.86,0.34,328,OPS_REVIEW,0,0
TXN_103625,SOURCE_A,781.7,USD,2026-01-29 07:16:26,2,0.66,0.66,0.85,243,EXCEPTION,0,2000
TXN_103626,SOURCE_B,240.14,USD,2026-01-23 03:55:44,0,0.96,0.96,0.34,456,OPS_REVIEW,0,0
TXN_103627,SOURCE_A,442.6,USD,2026-01-12 10:08:26,3,0.53,0.53,0.22,310,OPS_REVIEW,0,0
TXN_103628,SOURCE_B,702.65,USD,2026-01-23 11:45:05,3,0.75,0.75,0.64,260,OPS_REVIEW,0,0
TXN_103629,SOURCE_C,792.54,USD,2026-01-29 05:26:18,2,0.76,0.76,0.24,183,OPS_REVIEW,0,0
TXN_103630,SOURCE_C,5169.5,USD,2026-01-23 06:22:51,2,0.84,0.84,0.85,318,EXCEPTION,0,2000
TXN_103631,SOURCE_B,665.34,USD,2026-01-14 04:38:32,1,0.9,0.9,0.28,428,OPS_REVIEW,0,0
TXN_103632,SOURCE_C,2134.17,USD,2026-01-13 14:54:46,0,0.79,0.79,0.11,301,OPS_REVIEW,0,0
TXN_103633,SOURCE_C,3317.36,USD,2026-01-17 08:18:05,2,0.99,0.99,0.98,245,EXCEPTION,0,2000
TXN_103634,SOURCE_A,1131.57,USD,2026-01-04 13:04:59,0,0.89,0.89,0.56,352,OPS_REVIEW,0,0
TXN_103635,SOURCE_A,842.29,USD,2026-01-21 20:51:57,3,0.83,0.83,0.4,34,EXCEPTION,0,2000
TXN_103636,SOURCE_C,2288.0,USD,2026-01-03 19:32:03,1,0.83,0.83,0.47,225,OPS_REVIEW,0,0
TXN_103637,SOURCE_C,471.71,USD,2026-01-28 09:17:12,1,0.6,0.6,0.76,323,EXCEPTION,0,2000
TXN_103638,SOURCE_C,5872.15,USD,2026-01-27 11:33:24,3,0.91,0.91,0.69,136,OPS_REVIEW,1,500
TXN_103639,SOURCE_B,1242.98,USD,2026-01-23 12:11:44,2,0.69,0.69,0.47,452,OPS_REVIEW,0,0
TXN_103640,SOURCE_A,4168.88,USD,2026-01-24 20:12:34,0,0.89,0.89,0.97,380,EXCEPTION,0,2000
TXN_103641,SOURCE_A,6345.5,USD,2026-01-06 14:47:40,0,0.69,0.69,0.69,394,OPS_REVIEW,0,0
TXN_103642,SOURCE_C,3576.53,USD,2026-01-26 11:23:02,3,0.57,0.57,0.26,379,OPS_REVIEW,0,0
TXN_103643,SOURCE_A,991.07,USD,2026-01-26 20:41:08,0,0.69,0.69,0.25,331,OPS_REVIEW,0,0
TXN_103644,SOURCE_C,1213.2,USD,2026-01-01 21:27:31,2,0.93,0.93,0.58,74,OPS_REVIEW,0,0
TXN_103645,SOURCE_B,303.78,USD,2026-01-14 02:47:42,2,0.72,0.72,0.57,289,OPS_REVIEW,0,0
TXN_103646,SOURCE_C,1957.2,USD,2026-01-14 12:44:16,3,0.87,0.87,0.78,309,EXCEPTION,0,2000
TXN_103647,SOURCE_C,155.26,USD,2026-01-02 04:37:55,1,0.5,0.5,0.73,191,EXCEPTION,0,2000
TXN_103648,SOURCE_A,871.33,USD,2026-01-01 13:05:49,3,0.5,0.5,0.89,257,EXCEPTION,0,2000
TXN_103649,SOURCE_C,112.23,USD,2026-01-28 02:50:37,0,0.63,0.63,0.04,244,OPS_REVIEW,0,0
TXN_103650,SOURCE_A,3013.74,USD,2026-01-21 07:05:23,3,0.78,0.78,0.04,159,OPS_REVIEW,0,0
TXN_103651,SOURCE_A,1389.88,USD,2026-01-06 20:43:45,0,0.74,0.74,0.15,355,OPS_REVIEW,0,0
TXN_103652,SOURCE_B,1050.78,USD,2026-01-30 07:36:02,3,0.81,0.81,0.48,63,OPS_REVIEW,0,0
TXN_103653,SOURCE_C,837.94,USD,2026-01-27 01:55:57,3,0.71,0.71,0.75,79,EXCEPTION,0,2000
TXN_103654,SOURCE_C,582.94,USD,2026-01-08 09:08:02,2,0.79,0.79,0.91,221,EXCEPTION,0,2000
TXN_103655,SOURCE_B,4455.57,USD,2026-01-21 10:59:07,0,0.73,0.73,0.53,121,OPS_REVIEW,0,0
TXN_103656,SOURCE_B,478.59,USD,2026-01-20 21:26:58,0,0.75,0.75,0.1,244,OPS_REVIEW,0,0
TXN_103657,SOURCE_C,778.91,USD,2026-01-27 18:58:39,2,0.87,0.87,0.25,295,OPS_REVIEW,0,0
TXN_103658,SOURCE_A,1348.22,USD,2026-01-19 09:22:56,0,0.76,0.76,0.31,293,OPS_REVIEW,1,500
TXN_103659,SOURCE_B,187.05,USD,2026-01-29 01:39:26,0,0.68,0.68,0.2,348,OPS_REVIEW,0,0
TXN_103660,SOURCE_A,1133.6,USD,2026-01-24 11:20:54,2,0.84,0.84,0.15,467,OPS_REVIEW,0,0
TXN_103661,SOURCE_B,583.61,USD,2026-01-02 11:49:33,0,0.53,0.53,0.97,271,EXCEPTION,0,2000
TXN_103662,SOURCE_B,2470.76,USD,2026-01-23 12:56:57,0,0.62,0.62,0.14,168,OPS_REVIEW,0,0
TXN_103663,SOURCE_C,331.02,USD,2026-01-19 23:09:53,0,0.54,0.54,0.75,264,EXCEPTION,0,2000
TXN_103664,SOURCE_A,938.77,USD,2026-01-01 19:03:40,2,0.84,0.84,0.52,298,OPS_REVIEW,0,0
TXN_103665,SOURCE_B,655.03,USD,2026-01-19 11:22:15,2,0.54,0.54,0.73,415,EXCEPTION,0,2000
TXN_103666,SOURCE_A,244.34,USD,2026-01-02 05:03:06,3,0.8,0.8,0.8,251,EXCEPTION,0,2000
TXN_103667,SOURCE_C,1214.65,USD,2026-01-11 18:07:36,0,0.87,0.87,0.67,81,OPS_REVIEW,0,0
TXN_103668,SOURCE_B,1095.98,USD,2026-01-27 07:22:42,0,0.81,0.81,0.54,472,OPS_REVIEW,0,0
TXN_103669,SOURCE_A,630.82,USD,2026-01-12 15:50:55,3,0.38,0.38,0.78,185,EXCEPTION,0,2000
